platename,predictplate Date &,date&time,time,Location,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",21.31.19,malibag,,,,,,Search,4LLLLPA,,,,,,,,,,Combine Database Excel
,,"07/09/2019,02.39.32",21.31.20,malibag,,,,,,,,,,,,,,,,,
MHO1AY8866,MHO1AY8866,"07/09/2019,02.39.33",21.31.21,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.34",21.31.22,malibag,,,,,,,,,,,,,,,,,
MCLRNF1,MCLRNF1,"07/09/2019,02.39.35",21.31.23,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.36",21.31.24,malibag,,,,,,,,,,,,,,,,,
LLS07LLILI,LLS07LLILI,"07/09/2019,02.39.37",21.31.25,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.38",21.31.26,malibag,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL35L3,"07/09/2019,02.39.39",21.31.27,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.40",21.31.28,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",21.31.29,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.42",21.31.30,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",21.31.31,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.44",21.31.32,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",21.31.33,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.46",21.31.34,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",21.31.35,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.48",21.31.36,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",21.31.37,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.50",21.31.38,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",21.31.39,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.52",23.31.09,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",23.31.10,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.54",23.31.11,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",23.31.12,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.56",23.31.13,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",23.31.14,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.58",23.31.15,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",23.31.16,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.60",23.31.17,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",23.31.18,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.62",23.31.19,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",23.31.20,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.64",23.31.21,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",23.31.22,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.66",23.31.23,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",23.31.24,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.68",23.31.25,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",23.31.26,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.70",23.31.27,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",23.31.28,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.72",23.31.29,malibag,,,,,,,,,,,,,,,,,
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",23.31.30,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.74",23.31.31,malibag,,,,,,,,,,,,,,,,,
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",23.31.32,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.76",23.31.33,malibag,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",23.31.34,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 22:22:20",,malibag,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:09:36",,malibag,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:56:39",,malibag,,,,,,,,,,,,,,,,,
,,,,malibag,,,,,,,,,,,,,,,,,
,,,,malibag,,,,,,,,,,,,,,,,,
,,,,malibag,,,,,,,,,,,,,,,,,
,,,,malibag,,,,,,,,,,,,,,,,,
platename,predictplate Date &,date&time,time,Location,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",14.09.31,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.32",14.09.32,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.33",14.09.33,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.34",14.09.34,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.35",14.09.35,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.36",14.09.36,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.37",14.09.37,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.38",14.09.38,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.39",14.09.39,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.40",14.09.40,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",14.09.41,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.42",14.09.42,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",20.09.16,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.44",20.09.17,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",20.09.18,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.46",20.09.19,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",20.09.20,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.48",20.09.21,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",20.09.22,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.50",20.09.23,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",20.09.24,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.52",20.09.25,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",20.09.26,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.54",20.09.27,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",20.09.28,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.56",20.09.29,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",20.09.30,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.58",20.09.31,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",20.09.32,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.60",20.09.33,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",20.09.34,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.62",20.09.35,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",20.09.36,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.64",20.09.37,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",20.09.38,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.66",20.09.39,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",20.09.40,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.68",20.09.41,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",20.09.42,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.70",20.09.43,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",20.09.44,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.72",20.09.45,JU,,,,,,,,,,,,,,,,,
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",20.09.46,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.74",20.09.47,JU,,,,,,,,,,,,,,,,,
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",20.09.48,JU,,,,,,,,,,,,,,,,,
,,,20.09.49,,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",20.09.50,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 21:21:38",,JU,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:54:37",,JU,,,,,,,,,,,,,,,,,
platename,predictplate Date &,date&time,time,Location,,,,,,,Search,4LLLLPA,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",14.09.31,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.32",14.09.32,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.33",14.09.33,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.34",14.09.34,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.35",14.09.35,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.36",14.09.36,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.37",14.09.37,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.38",14.09.38,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.39",14.09.39,JU,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.40",14.09.40,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",14.09.41,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.42",14.09.42,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",20.09.16,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.44",20.09.17,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",20.09.18,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.46",20.09.19,JU,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",20.09.20,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.48",20.09.21,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",20.09.22,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.50",20.09.23,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",20.09.24,JU,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.52",20.09.25,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",20.09.26,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.54",20.09.27,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",20.09.28,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.56",20.09.29,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",20.09.30,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.58",20.09.31,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",20.09.32,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.60",20.09.33,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",20.09.34,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.62",20.09.35,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",20.09.36,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.64",20.09.37,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",20.09.38,JU,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.66",20.09.39,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",20.09.40,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.68",20.09.41,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",20.09.42,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.70",20.09.43,JU,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",20.09.44,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.72",20.09.45,JU,,,,,,,,,,,,,,,,,
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",20.09.46,JU,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.74",20.09.47,JU,,,,,,,,,,,,,,,,,
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",20.09.48,JU,,,,,,,,,,,,,,,,,
,,,20.09.49,,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL35L4,"10/09/2019,02.39.77",20.09.50,JU,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 21:21:38",,JU,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:54:37",,JU,,,,,,,,,,,,,,,,,
platename,predictplate Date &,date&time,time,Location,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",21.31.19,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.32",21.31.20,malibag,,,,,,,,,,,,,,,,,
MHO1AY8866,MHO1AY8866,"07/09/2019,02.39.33",21.31.21,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.34",21.31.22,malibag,,,,,,,,,,,,,,,,,
MCLRNF1,MCLRNF1,"07/09/2019,02.39.35",21.31.23,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.36",21.31.24,malibag,,,,,,,,,,,,,,,,,
LLS07LLILI,LLS07LLILI,"07/09/2019,02.39.37",21.31.25,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.38",21.31.26,malibag,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL35L3,"07/09/2019,02.39.39",21.31.27,malibag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.40",21.31.28,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",21.31.29,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.42",21.31.30,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",21.31.31,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.44",21.31.32,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",21.31.33,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.46",21.31.34,malibag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",21.31.35,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.48",21.31.36,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",21.31.37,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.50",21.31.38,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",21.31.39,malibag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.52",23.31.09,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",23.31.10,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.54",23.31.11,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",23.31.12,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.56",23.31.13,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",23.31.14,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.58",23.31.15,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",23.31.16,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.60",23.31.17,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",23.31.18,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.62",23.31.19,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",23.31.20,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.64",23.31.21,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",23.31.22,malibag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.66",23.31.23,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",23.31.24,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.68",23.31.25,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",23.31.26,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.70",23.31.27,malibag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",23.31.28,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.72",23.31.29,malibag,,,,,,,,,,,,,,,,,
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",23.31.30,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.74",23.31.31,malibag,,,,,,,,,,,,,,,,,
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",23.31.32,malibag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.76",23.31.33,malibag,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",23.31.34,malibag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 22:22:20",,malibag,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:09:36",,malibag,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:56:39",,malibag,,,,,,,,,,,,,,,,,
platename,predictplate,date&time,time,Location,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",,Shahbag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.32",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.33",,Shahbag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.34",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.35",,Shahbag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.36",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.37",,Shahbag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.38",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"07/09/2019,02.39.39",,Shahbag,,,,,,,,,,,,,,,,,
,,"07/09/2019,02.39.40",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.42",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.44",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.46",,Shahbag,,,,,,,,,,,,,,,,,
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.48",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.50",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",,Shahbag,,,,,,,,,,,,,,,,,
,,"08/09/2019,02.39.52",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.54",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.56",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.58",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.60",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.62",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.64",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",,Shahbag,,,,,,,,,,,,,,,,,
,,"09/09/2019,02.39.66",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",,Shahbag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.68",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",,Shahbag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.70",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",,Shahbag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.72",,Shahbag,,,,,,,,,,,,,,,,,
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",,Shahbag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.74",,Shahbag,,,,,,,,,,,,,,,,,
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",,Shahbag,,,,,,,,,,,,,,,,,
,,"10/09/2019,02.39.76",,Shahbag,,,,,,,,,,,,,,,,,
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",,Shahbag,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 20:42:31",,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 20:59:50",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/11/2019, 23:51:50",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LLS07LLJLJ4,LLS07LLJLJ4,"10/12/2019, 12:53:21",,,,,,,,,,,,,,,,,,,
